,Name,Description,Extras,Tree of Wisdoms Lore 1,Tree of Wisdoms Lore 2,Easy Memories,Difficult Memories,Heart,Grail,Forge,Lantern,Scale,Edge,Nectar,Winter,Sky,Moth,Knock,Rose,Moon,Illumination,Hushery,Nyctodromy,Skolekosophy,The Bosk,Preservation,Birdsong,Horomachistry,Ithastry
29,Killasimi,"If there is speech in Nowhere; if there is a language used by the Dead; if the House of the Moon has a native tongue; then it must be Killasimi. If none of this is true, it is still not a language to be spoken in daylight. Each word breathes woe. Read it, as they say, and weep.",Language,"(Skolekosophy, Ereb) The Carpenter's Tale

There is a prophecy among carpenters: a master of their kind will resolve, unwisely, that the coffins he shapes are too beautiful to sully with corpses. He will steal trinkets from the dead, he will ask the help of smiths and jewellers, and day and night he will labour to shape something worthy of his work. At last he will tire of his task and offer his breath to the shape in the casket. When it accepts, it will rise from the coffin and pronounce itself King. It will rule by fear, or fear will destroy it. In either case, its maker will have no coffin and no grave, and his name will be lost.","(The Bosk, Health) The Weaver's Tale

There is a prophecy among weavers: of one who will unwisely seek to find the future in a tapestry of her own hair. Her house will grow dark, shrouded in the labyrinths of her tresses. Pilgrims will seek her in the cellar of her house, where she will plead with them to cut her free. They will always fail, and she will always devour them. At last one will come who will ask instead to stay with her. Others will join them, until the house becomes a palace and the palace a city, below the world, where all are welcome and in the tapestry all truths are revealed.",10,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,"Ereb, Altars: ['Nocturnary', 'Rowenarium (Workstation)'], Memories: ['Earth-Sign' 'Earthquake Name' 'Wormwood Dream']","Health, Altars: ['Altar of the Knot', 'Calicite Altar', 'Deeplight Corals'], Memories: [""Hive's Lament"" 'Wind-in-Waiting']",,,,
30,Leaves & Thorns,There is no scent without sorrow.,0,"(The Bosk, Health) Looking Down

The gardener's first lesson is this: know your thorns, know your poisons. There's no point thinking about tomorrow when we aren't expecting to live through today. This is the lesson our ancestors learnt the hard way in the Wood: this is Bosk.","(Birdsong, Chor) Looking Up

The gardener's first lesson is this: look up. What starts as weather ends in the world, what starts as sky ends in the soil. This is what the birds know, and the birds know most things first.",7,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Health, Altars: ['Calicite Altar', 'Chrysalis', 'Deeplight Corals'], Memories: [""Hive's Lament"" 'Wind-in-Waiting']",,"Chor, Altars: ['Instrument: Quivering Double Bass'], Memories: ['Ascendant Harmony' 'Forbidden Epic' 'Wind-in-Waiting' 'Wind-Rumor']",,
31,Lockworks & Clockworks,The little ways of little machines.,0,"(Skolekosophy, Shapt) Of Locks

The locksmith's first duty: a key for every lock, and a lock for every key. If a key were an Hour, what lock would it open? Skolekosophy might hold the answer.","(Ithastry, Wist) Of Clocks

The clocksmith's first duty: when the time comes, the device should speak its purpose. Since the Sun was sundered, Noon is not as it was. Perhaps, if we found the true hour of Noon, we'd know how the Sun might return. Ithastry might give us that answer.",10,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,"Shapt, Altars: ['Condignator'], Memories: ['Earth-Sign' 'Earthquake Name' 'Wormwood Dream']",,,,,"Wist, Altars: ['Exercise Yard', 'Shrine: the Madrugad'], Memories: ['Earthquake Name' 'Invincible Audacity']"
32,Maggephene Mysteries,"'The greater plagues may not be cured, only bound. The very greatest of all may only be entreated��������� and it is d",Effective Against Corruption,"(Hushery, Trist) Revenge
The gods-who-are, which we call the Hours, warred against the gods-from-stone and cast them down. What remains of the gods-from-stone we call plague, scourge, catastrophe. If the Hours were cast down in their turn, would the gods-from-stone be satisfied? Would revenge bring peace? The Night Arts hint that it might be so. [Maggephene Mysteries]","(Preservation, Health) Rebirth

The gods-who-are, which we call the Hours, warred against the gods-from-stone and cast them down. What remains of the gods-from-stone we call plague, scourge, catastrophe. But if the gods-from-stone were reborn, would they still be plagues? Would renewal bring peace? The Arts Unregarded hint that it might be so. ",9,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,"Trist, Altars: ['Catacombs Altar', 'Loggia Prospect'], Memories: ['Didumos']",,,,"Health, Altars: ['Altar: Malachite', ""Barber's Chair"", 'Instrument: Hallowed Drum'], Memories: ['Old Moment' ""Thunderskin's Paean""]",,,
33,Deep Mandaic,"The most secret script of the innermost rites of the deep sects of the deep desert. The birth-tongue, it is claimed, of the Mother of Ants herself.",Language,"(Horomachistry, Mettle) The Jeweller's Tale

There is a story known to jewellers: of a guild-master who made a wager with a keeper of butterflies. The master-jeweller claimed his jewelled egg would hatch something greater than any of the butterfly-keeper's chrysalids. Of course, after a month, the butterfly-keeper's gardens were bright with wings and the egg had hatched nothing at all. The jeweller, unable to pay his debts, fled into the desert with his egg. Horomachistry teaches us: know your limits.","(Ithastry, Phost) The Chandler's Tale

There is a story known to candle-makers: of a guild-master who made a wager with a master of the potter's guild. The potter's oldest cup (she said) was older far than the chandler's oldest candle. However often one drinks from a cup, it can always be refilled. So they brought their witnesses to the judging on the appointed day, and the potter's witness brought a cup he had used for seventy years until its shattering. But the chandler's witness brought a candle seventy-<i>seven</i> years old: every month, the chandler had bought the old stumps, returned their matter to the vat, and used them in his wares, so that each newest candle was also the oldest. Ithastry teaches us: there's always a way.",8,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,"Mettle, Altars: ['Great Clock', 'Telescope'], Memories: ['Didumos' 'Forbidden Epic' 'Occult Scrap']","Phost, Altars: ['Instrument: Bells', 'Oubliette Containment', 'Shrine: the Madrugad'], Memories: ['Earthquake Name' 'Invincible Audacity']"
34,Meniscate Reflections,"'Without is purified, within is erased.'.",Effective Against Theoplasmic Contamination,"(Illumination, Phost) What Could Be
Dream of a city of perfect balance. There can be no perfect balance outside dream. Meditate on the Hour named Meniscate, whose light in dreams is perfect balance. Build the City in the heart of her domain, in the House of the Moon. [Meniscate Reflections]","(Preservation, Health) What Might Be

Dream of a city of perfect balance. There can be no perfect balance outside dream. Meditate on the Hour named Meniscate, whose light distinguishes the possible from the real. Let the City remain unbuilt; let the perfection of eternity be Preserved.",7,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Phost, Altars: ['Practice Equipment'], Memories: ['Invincible Audacity' 'Winning Move']",,,,,"Health, Altars: [], Memories: ['Old Moment' ""Thunderskin's Paean""]",,,
35,Orchids & Narcotics,There is no greed without beauty.,0,"(Skolekosophy, Shapt) The Chandler's Kindling

If flowers are flame, the earth is their fuel. The Hour named Flowermaker cannot harm us, and he cannot find us, but he always has what we desire, and the Hour named Chandler can bring the spark to light the flame. These are the temptations of Skolekosophy.","(The Bosk, Ereb) The Grail's Births

Learn from blood and drink from the earth. The Red Grail brought forth the Hours called Flowermaker and Beachcrow, who know where in the wood we can find delight. These are the temptations of Bosk.",7,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,"Shapt, Altars: [], Memories: ['Earth-Sign' 'Earthquake Name' 'Wormwood Dream']","Ereb, Altars: ['Calicite Altar'], Memories: [""Hive's Lament"" 'Wind-in-Waiting']",,,,
36,Ouranoscopy,"'Consider the Star. Hath each Star, its Seven Names. Observe that these Names are Never Shared.' - Thomas Dewulf",0,"(Hushery, Trist) Wisdom

If the stars are wisdom, then dawn is ignorance. A day might come when there is no dawn. Ouranoscopy should be numbered among the Night Arts.","(Horomachistry, Fet) Peace

If night is peace, then dawn is battle, when the Sun drives the stars from the sky. A day might come when the Sun's victory is not assured. The battles of heaven are a matter of Horomachistry.",11,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,"Trist, Altars: ['Catacombs Altar', 'Loggia Prospect', 'Spire Prospect'], Memories: ['Didumos']",,,,,,"Fet, Altars: ['Altar: St Tentreto', 'Telescope'], Memories: ['Didumos' 'Forbidden Epic' 'Occult Scrap']",
37,Path & Pilgrim,'The traveller is always returning. One who does not is no traveller.' - Arun Peel,0,"(Nyctodromy, Fet) The Path

Speech is the key to dream, and because we are speaking apes, every night is a journey. Nyctodromy is the wisdom of the paths of night.","(Birdsong, Chor) The Threshold

Every traveller crosses a threshold twice. The Horned-Axe is the Hour who faces both ways at every threshold. Find the answer to her riddles in Birdsong.",8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,"Fet, Altars: ['Altar: St Tentreto', 'Shrine: St Januarius'], Memories: ['Wormwood Dream']",,,,"Chor, Altars: [], Memories: ['Ascendant Harmony' 'Forbidden Epic' 'Wind-in-Waiting' 'Wind-Rumor']",,
38,Pearl & Tide,"The depths of the sea, the waves upon the shore, and the memories of their withdrawal.",0,"(Nyctodromy, Fet) What Remains

The Sea: whale-road, salt-realm, moon-way. Anything given to the waves may find another home - unless its home is the Sea. Nyctodromy shows us the way across the sea, and the way home.","(The Bosk, Health) What Returns

The Sea accepts every gift it is given, and sometimes, now and then, those gifts are returned. The Red Grail slew the Hour named Tide, and what remained was given to the Sea; so, perhaps, one day, that Hour might return. This is life, and so this is Bosk.",5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,"Fet, Altars: ['Altar: St Tentreto', 'Shrine: St Januarius'], Memories: ['Wormwood Dream']",,"Health, Altars: ['Altar of the Knot', 'Chrysalis', 'Deeplight Corals'], Memories: [""Hive's Lament"" 'Wind-in-Waiting']",,,,
39,Pentiments & Precursors,"Feats and feits of forgotten things: the Carapace Cross, the line of Antaios, the world of a low red sun. 'Though much is taken, much abides.'",0,"(Skolekosophy, Ereb) Carapace

Of the Ligeian Medusa, it has been said: 'She might be the oldest of her kind still living; and she is dead.' Skolekosophists might interpret this thus: she is the oldest of the Seglaz-kind, which is to say of a Carapace-lineage famed for the breadth of their wisdom and the complexity of their teeth.","(Birdsong, Chor) Coral

Of the Ligeian Medusa, it has been said: 'She might be the oldest of her kind still living; and she is dead.' Symurgists might interpret this thus: she is the oldest of the shared Names of the Twins - the Hours we call Sister-and-Witch, Witch-and-Sister.",8,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,"Ereb, Altars: ['Nocturnary', 'Rowenarium (Workstation)'], Memories: ['Earth-Sign' 'Earthquake Name' 'Wormwood Dream']",,,"Chor, Altars: ['Instrument: Quivering Double Bass'], Memories: ['Ascendant Harmony' 'Forbidden Epic' 'Wind-in-Waiting' 'Wind-Rumor']",,
40,Preliminal Meter,"'Nine modes, nine horizons': the subtle rhythms of words which open ways.",0,"(Illumination, Phost) Of Keys

One of us passed the Summit. One may not.
Two of us sought the Lantern. Two chose flight.
The seventh rarely named, but not forgot.

 This is Illumination.","(Ithastry, Wist) Of Swords

Birds of a scale, wings and talons bright
Worms of a feather, kissed again by stones
Kissed by fire, kissed by snow, by blight.

 This is Ithastry.",8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"Phost, Altars: ['Shrine: the Watchman'], Memories: ['Invincible Audacity' 'Winning Move']",,,,,,,,"Wist, Altars: ['Exercise Yard'], Memories: ['Earthquake Name' 'Invincible Audacity']"
41,Purifications & Exaltations,'No-one ever truly wants to be truly changed. Azoth and refulgin are justly feared. But no-one who has been changed would choose to go back.' - George Collers,Effective Against Corruption,"(Illumination, Mettle) The Hours

Never underestimate the Hour named Meniscate. Foolish adepts deride her as an Hour of vanity. What do they think defines the Hours? Light purifies; light exalts.","(Ithastry, Phost) The Tree

Never underestimate the Hour named Madrugad. Foolish adepts deride her as an Hour of ashes. What do they think the Watchman's Tree sprang from? Fire purifies; light exalts.",10,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Mettle, Altars: ['Practice Equipment'], Memories: ['Invincible Audacity' 'Winning Move']",,,,,,,,"Phost, Altars: ['Instrument: Bells', 'Oubliette Containment', 'Shrine: the Madrugad'], Memories: ['Earthquake Name' 'Invincible Audacity']"
42,Putrefactions & Calcinations,'Death alters; Snow endures.' - Solomon Husher,0,"(Skolekosophy, Ereb) In Ashes

All days are death, all lives are sunset. For a time, light persists, but we should not fear the scorch of a Second Dawn. This is Skolekosophy at its most merciful.","(Ithastry, Wist) In Flames

All days are death, all lives are sunset. No fire will last without fuel; there can be no Second Dawn without a war to burn the bones of earth. This is Ithastry at its most merciless.",10,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,"Ereb, Altars: ['Nocturnary', 'Rowenarium (Workstation)'], Memories: ['Earth-Sign' 'Earthquake Name' 'Wormwood Dream']",,,,,"Wist, Altars: ['Exercise Yard', 'Oubliette Containment', 'Shrine: the Madrugad'], Memories: ['Earthquake Name' 'Invincible Audacity']"
43,Pyroglyphics,"One script that all the world must read, even the blind, and it is written in flames.' Matters of fireworks and their kin - lights, colours, infernal detonations.",Chandlery,"(Illumination, Mettle) Birth in Fire

Fire was the first understanding. The Hour named Moth learnt that even before the Watchman brought light. This is Illumination.","(Ithastry, Wist) A Red Blossom

Stories written in fire end all the sooner... but are remembered all the longer. The Ithastry wisdom teaches us the certainty of change.",8,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mettle, Altars: ['Practice Equipment'], Memories: ['Invincible Audacity' 'Winning Move']",,,,,,,,"Wist, Altars: ['Oubliette Containment', 'Shrine: the Madrugad'], Memories: ['Earthquake Name' 'Invincible Audacity']"
44,Quenchings & Quellings,"Arts which quench fires and bring solace to the troubled mind. 'A true adept is never troubled by fire, nor by fever, nor by restless spirit.' - Ambrose Westcott",Effective Against Theoplasmic Contamination,"(Hushery, Trist) Safety in Silence

Unwise words are dangerous. Mourn them, remember them, speak them not. This is Hushery.","(Preservation, Health) Safety in Silence

Unwise words are dangerous. Mourn them, remember them, speak them not. This is Hushery.",9,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,"Trist, Altars: ['Catacombs Altar', 'Columbic Sarcophagus'], Memories: ['Didumos']",,,,"Health, Altars: ['Altar: Malachite', ""Barber's Chair"", 'Instrument: Hallowed Drum'], Memories: ['Old Moment' ""Thunderskin's Paean""]",,,
45,Ragged Crossroads,'To understand why four paths were not taken.',0,"(Illumination, Phost) Tomorrow's Light

Every regret is a lesson. We cannot change what is past, but neither should we wish to. Regret is Illumination.","(Skolekosophy, Shapt) At the Threshold

Every regret is a threshold; and every threshold can be crossed in both directions. A skolekosophist knows that no threshold need remain inviolate.",8,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Phost, Altars: ['Practice Equipment'], Memories: ['Invincible Audacity' 'Winning Move']",,,"Shapt, Altars: ['Condignator'], Memories: ['Earth-Sign' 'Earthquake Name' 'Wormwood Dream']",,,,,
46,Ramsund,"This language has been called <i>'mantiq al-tair'</i> and <i>'lenga aucel'</i> and <i>'the speech of birds'</i> and <i>'Ramsund'</i> and <i>'the hazelnut tongue'</i>, but it's a language of secrets, and its true name may never be used. The aviform Hours use it at their Roost, or so the story goes",Language,"(Preservation, Chor) The Thief's Tale

There's a very old story told by thieves about a competition among the aviform Hours - the secret gods who take the shape of birds. The dove boasted of the bones he'd stolen from flesh, and the crow of the flesh he'd picked from bones. One of the kite-twins bragged that that she'd stolen the borders from kingdoms, and the other that she'd taken the roads from crossroads. The magpie told all the colours he'd taken that are no longer found in the world, and the laughingthrush topped that with the tales of the sights she'd stolen. But when the glitter-winged seventh of their number told them what he'd stolen, they all were shocked into silence. They fell upon him and stripped him of his wings and drove him from the sky. So he, and what he stole, are gone from the world, and now we cannot even name them, but still we feel their lack.","(Birdsong, Trist) The Falconer's Tale

There's a very old story told by falconers about the aviform Hours - the secret gods who take the shape of birds. Once there were only five - the dove, the crow, the laughingthrush, the twin kites. The sixth had fallen to the talons of an owl, and they sought another to join their company. But the crow rejected half of all those they found,  for the dowdiness of their plumage, and the dove rejected the others, for being too gaudy. At last they found a night-bird whose feathers were both the perfect white and the perfect black of the crow and of the dove. But once they had accepted him they learnt he was no bird at all - only a night-flitting moth. Fortunately for the moth, their pride kept them from admitting their mistake; but since that day, the aviform Hours will only meet at night, when the sixth of their kind won't be unmasked.",7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,"Chor, Altars: ['Altar: Malachite', ""Barber's Chair"", 'Instrument: Hallowed Drum'], Memories: ['Old Moment' ""Thunderskin's Paean""]","Trist, Altars: ['Instrument: Sunset Harp'], Memories: ['Ascendant Harmony' 'Forbidden Epic' 'Wind-in-Waiting' 'Wind-Rumor']",,
47,Resurgences & Emergences,Birth and death are only directions. Between the two we find a crossroads.,Effective Against Infestations,"(The Bosk, Health) Grail and Moth

The gods-from-Stone made a law that the keys of dream cannot be held or owned. The time of Stone is past, but the keys remain. So the holders of these keys can only be the seven Ligeians, whose crime has set them outside the law. But the Ligeians serve an Hour of Grail and Moth: when the last remnants of the gods-from-Stone are consumed, the law will be consumed with them. Bosk is the wisdom of change.","(Preservation, Chor) Moth and Grail

The gods-from-Stone made a law that the keys of dream cannot be held or owned. The time of Stone is past, but the keys remain. So the holders of these keys can only be the seven Ligeians, whose crime has set them outside the law. And the Ligeians serve an Hour of Moth and Grail: when the last remnants of the gods-from-Stone are renewed, the law will be renewed with them. Preservation is the wisdom of renewal.",5,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,"Health, Altars: ['Altar of the Knot', 'Calicite Altar', 'Chrysalis'], Memories: [""Hive's Lament"" 'Wind-in-Waiting']","Chor, Altars: ['Altar: Malachite', ""Barber's Chair""], Memories: ['Old Moment' ""Thunderskin's Paean""]",,,
48,Rhyme & Remembrance,To speak with the dead; to torment the living; to celebrate both,0,"(Skolekosophy, Ereb) Secrecy; Knowledge; Power
The sights we name are rarely named by day
The shapes we seek are rarely sought in clay
The names we claim are often claimed as pay.' [Rhyme & Remembrance]","(Birdsong, Trist) What We Were?

The shapes that loped beside you in the frost,
The scraps you gleaned of caul and periost
Once these were answers to 'What May Be Lost?'.

All part of the matter we call Birdsong.",10,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,"Ereb, Altars: ['Nocturnary', 'Rowenarium (Workstation)'], Memories: ['Earth-Sign' 'Earthquake Name' 'Wormwood Dream']",,,"Trist, Altars: ['Instrument: Sunset Harp'], Memories: ['Ascendant Harmony' 'Forbidden Epic' 'Wind-in-Waiting' 'Wind-Rumor']",,
49,Rites of the Roots,"The oldest Hours are the gods-from-blood, who rose from sacrifice. That blood was always spilt on the roots, and the rites of its spilling are still remembered.",0,"(The Bosk, Ereb) What is Taken

The oldest <i>living</i> hours are the gods-who-were-blood. The gods-from-Stone were older still, but they're buried in the earth, scattered in the sea, lost to the moon. This is why we're always careful where we make the sacrifice, because if we spilt enough blood on their graves, they'd return for their revenge. Bosk knows.

","(Preservation, Health) What is Given

The oldest <i>living</i> hours are the gods-who-were-blood. The gods-from-Stone were older still, but they're buried in the earth, scattered in the sea, lost to the moon. This is why we're always careful where we make the sacrifice: without it, the gods-from-Stone would pass from memory. This is Preservation.",4,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,"Ereb, Altars: [], Memories: [""Hive's Lament"" 'Wind-in-Waiting']","Health, Altars: ['Altar: Malachite', ""Barber's Chair""], Memories: ['Old Moment' ""Thunderskin's Paean""]",,,
50,Sabazine,"There is a History where Alexander defeated first the Great Knot of Sabazos, and then the King of Kings. There is another History where, instead, he learnt from them. How many more? If we curl our hands into the correct shapes, we may yet understand.",Language,"(Birdsong, Trist) The Fisher's Tale

There's a story told beside the sea, of a city of amber and orichalcum that lies behind the waves. Those who eat of its fruits can breathe water and drink light, but they can never drink anything else afterwards. Only in another History, they say; but with if you tie your nets right, you might just catch one of its citizens in this History, and they might just tell you the way. [Sabazine]","(Horomachistry, Fet) The Sailor's Tale

There's a story told by sailors, about a city of ivory and iron across the sea. Those who come there never die, but those who leave again have never lived. Only in another History, they say; but if you rig your sails right, you might just catch the wind that takes you there in this one.",5,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,"Trist, Altars: [], Memories: ['Ascendant Harmony' 'Forbidden Epic' 'Wind-in-Waiting' 'Wind-Rumor']","Fet, Altars: ['Altar: St Tentreto', 'Shrine: the Chancel'], Memories: ['Didumos' 'Forbidden Epic' 'Occult Scrap']",
51,Sacra Limiae,The rites of an order of immortals who have tried to remain apart. These rites touch on secrets of Hours of the Mansus - chiefly gods-who-were-flesh and gods-from-Light.,Effective Against Curses,"(Hushery, Trist) Of Endings

The Hours are not eternal. The Sun-in-Splendour was riven and cast down. If we mortals so desire, we might prevent his return. Understand Hushery, and you understand endings.","(Horomachistry, Mettle) Of Limits

The Hours are not all-powerful. There is a place beyond their reach, where mortals and immortals might build a shining City of iron and ivory. Horomachists understand the Hours' limits.",7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Trist, Altars: ['Columbic Sarcophagus', 'Spire Prospect'], Memories: ['Didumos']",,,,,,"Mettle, Altars: ['Great Clock', 'Shrine: the Chancel', 'Telescope'], Memories: ['Didumos' 'Forbidden Epic' 'Occult Scrap']",
52,Sacra Solis Invicti,"The rites of the Church of the Unconquered Sun, and certain secrets of the gods-from-Light.",Effective Against Curses,"(Illumination, Phost) A Light Within

The New King's light is uncertain. The Received Version of the Book of Suns tells that the Sun-in-Splendour will never return. If the King claims otherwise, he leads us astray. We should seek answers in Illumination.","(Horomachistry, Fet) A Light Above

The New King's light shines brightly. The Sanctioned Version of the Book of Suns tells us that he may herald the unification of the gods-who-were-Light, into a new Sun-in-Splendour.  We should seek answers in Horomachistry.",10,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Phost, Altars: ['Practice Equipment', 'Shrine: the Watchman'], Memories: ['Invincible Audacity' 'Winning Move']",,,,,,,"Fet, Altars: ['Telescope'], Memories: ['Didumos' 'Forbidden Epic' 'Occult Scrap']",
53,Sand Stories,"Of wandering tribes, watchful vagabonds, and winged devourers.",0,"(Skolekosophy, Shapt) A Temple
The seven tainted immortals we call Ligeians are relentless in their appetite, and outcast under the laws of heaven. But they have their uses to the Hours. The Ligeian Echidna learnt her shaping arts in the world's dawn, and even now the Lionsmith values her skill; so every year they meet in the desert, among the furnace shadows of the Seven-Coiled temple, to share their knowledge of how monsters were made. [Sand Stories]","(Birdsong, Trist) A City

The seven tainted immortals we call Ligeians are relentless in their appetite, and outcast under the laws of heaven. But they have their uses to the Hours. The Ligeian Kleidouchos has known all the great keys, and even now she holds the Key of Days; so every year she meets the Vagabond in Vienna, to exchange the names of lesser keys for the stories of the Vagabond's travels. We call their gossip Birdsong.",9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,"Shapt, Altars: [], Memories: ['Earth-Sign' 'Earthquake Name' 'Wormwood Dream']",,,"Trist, Altars: ['Instrument: Sunset Harp'], Memories: ['Ascendant Harmony' 'Forbidden Epic' 'Wind-in-Waiting' 'Wind-Rumor']",,
54,Sea Stories,The sea has always been the widest road.,0,"(Nyctodromy, Shapt) The Wolf-Wife

The Ligeian Rowena, holder of the Mare's Key, called sea-opener, wolf-wife. Whom did she invite from Ys behind the wave? When the moon sets across the sea, will they follow its road again? This matter of roads and keys is Nyctodromy.","(Birdsong, Chor) The Sea-Born
The Ligeian Morgen, holder of the key of black sapphire, called sea-born, tide-drawn. Did she come from Ys behind the wave? If we speak her name at the rising of the moon, can we summon that old song of flutes and bells? [Sea Stories]",9,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,"Shapt, Altars: ['Altar: St Tentreto'], Memories: ['Wormwood Dream']",,,,"Chor, Altars: ['Instrument: Quivering Double Bass'], Memories: ['Ascendant Harmony' 'Forbidden Epic' 'Wind-in-Waiting' 'Wind-Rumor']",,
55,Serpents & Venoms,"These are the Mother's neglected children, and we prefer that they pass not through any door.",0,"(Hushery, Trist) The Last Sun

In the dawn times the sun was lower, so we gave it our blood. From our blood it knew us, and so it was kinder. Its serpents brought us its poisons to drink, and so we died. But we only died a little, and so we dreamed, and returned the next day to give it our blood again. Those times of peace persist in the lessons of Hushery.","(Skolekosophy, Shapt) The First Sun

In the dawn times the sun was lower, so we gave it our blood. From our blood it knew us, and so it was kinder. But those days are long gone. If we were foolish enough to find the first Sun and give it our blood again, it would devour us. If we fed it the blood of our enemies, of course, it might devour them. This is the kind of thing you hear from skolekosophists.",9,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,"Trist, Altars: ['Catacombs Altar', 'Loggia Prospect'], Memories: ['Didumos']",,"Shapt, Altars: [], Memories: ['Earth-Sign' 'Earthquake Name' 'Wormwood Dream']",,,,,
56,Sharps,"Knives, dangers, and things out of place.",0,"(Hushery, Wist) A Wound in Dreams

Before speech, we could not dream, which is to say that before speech tore open the Peacock Gate to dreams, the Mansus was unwounded and at peace. It's not obligatory for Long to pass that gate, but they generally choose to. Perhaps that's why the Hours charge their Names to hunt down Long - even the Long who claim to serve them. Hushery recognises this truth.","(Skolekosophy, Shapt) A War in Dreams

Before speech, we could not dream, which is to say that before we could wield words, we were weaponless, and even Long dared not enter the Mansus for fear of being devoured. It's not obligatory for Long to wield the weapons of speech, but they generally choose to. Perhaps that's why the Hours charge their Names to hunt down Long - even the Long who claim to serve them. Skolekosophy recognises this truth.",8,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,"Wist, Altars: ['Catacombs Altar'], Memories: ['Didumos']",,"Shapt, Altars: ['Condignator'], Memories: ['Earth-Sign' 'Earthquake Name' 'Wormwood Dream']",,,,,
57,Sickle & Eclipse,"Salt and silver; balance, necessity and rebuke.",Effective Against Corruption,"(Nyctodromy, Shapt) Words to Walk By

Unwise words unlocked unwise doors; we can use wise words to lock them. This is a matter of Nyctodromy.","(Preservation, Chor) Secret, Safe

Let's keep night-things in the night so that day-things can walk in the day. That's Preservation.",8,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,"Shapt, Altars: ['Altar: Ascite', 'Altar: St Tentreto'], Memories: ['Wormwood Dream']",,,"Chor, Altars: [], Memories: ['Old Moment' ""Thunderskin's Paean""]",,,
58,Sights & Sensations,"To mix the rarest colours, a merciless detachment is required.",0,"(Hushery, Wist) The End

The artist knows: their every work could be improved. The artist understands: perfect work can never be completed. Perfection exists only as absence: Hushery understands this.","(Nyctodromy, Fet) An End

The artist knows: their every work could be improved. The artist understands: perfect work exists Nowhere. To go Nowhere - to go below the world - is not an easy journey. But there the artist could achieve their utmost. Nyctodromy is the way to perfection.",11,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,"Wist, Altars: ['Catacombs Altar', 'Columbic Sarcophagus', 'Solar Altar', 'Tower-Top Prospect'], Memories: ['Didumos']","Fet, Altars: ['Shrine: St Januarius'], Memories: ['Wormwood Dream']",,,,,,
